Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Bani Yas,1.53,0.77,0.76,1.53,0.49,1.04,0.0,0.28,-0.28,1.53,0.77,0.76,2,0,2,1.24,37.1,36.86,43.23,0.57,0.98,115,8,7,13,12.28,13.27,23.44,2,3,17,4,13,28.4,19.83,82.4,82.34,68.37,71.74,1,Al Dhafra 0-2 Bani Yas,2025-12-29
Al Dhafra,0.77,1.53,-0.76,0.49,1.53,-1.04,0.28,0.0,0.28,0.77,1.53,-0.76,0,2,-2,-1.24,62.9,63.14,48.93,0.98,0.57,257,13,13,7,13.27,12.28,8.6,3,2,25,6,8,114.8,80.17,17.67,17.66,26.93,28.26,2,Al Dhafra 0-2 Bani Yas,2025-12-29
Al Jazira,0.67,1.31,-0.64,0.67,1.18,-0.51,0.0,0.14,-0.14,0.67,1.31,-0.64,1,1,0,0.64,67.2,63.55,49.49,1.06,1.27,279,13,9,14,8.49,11.02,6.35,7,5,22,4,13,128.7,66.75,6.6,5.97,80.5,41.55,0,Kalba 1-1 Al Jazira,2025-12-29
Kalba,1.31,0.67,0.64,1.18,0.67,0.51,0.14,0.0,0.14,1.31,0.67,0.64,1,1,0,-0.64,32.8,36.45,45.39,1.27,1.06,113,17,14,9,11.02,8.49,15.2,5,7,23,7,14,64.1,33.25,103.93,94.03,113.23,58.45,0,Kalba 1-1 Al Jazira,2025-12-29
Al Ain,3.77,1.66,2.11,2.59,1.37,1.22,1.18,0.29,0.89,3.77,1.66,2.11,2,2,0,-2.11,46.5,47.77,46.15,1.22,0.37,175,21,22,13,18.03,35.14,11.64,7,7,18,5,12,138.8,64.92,99.53,78.49,193.27,88.87,0,Al Nasr 2-2 Al Ain,2025-12-28
Al Nasr,1.66,3.77,-2.11,1.37,2.59,-1.22,0.29,1.18,-0.89,1.66,3.77,-2.11,2,2,0,2.11,53.5,52.23,47.84,0.37,1.22,220,7,13,22,35.14,18.03,11.32,7,7,12,6,10,75.0,35.08,27.27,21.51,24.2,11.13,0,Al Nasr 2-2 Al Ain,2025-12-28
Al Wasl,1.43,1.54,-0.11,1.05,1.25,-0.2,0.39,0.29,0.1,1.43,1.54,-0.11,3,1,2,2.11,69.4,70.33,51.01,1.12,0.59,354,14,13,6,11.61,10.17,8.6,9,1,21,11,6,149.5,87.53,4.67,3.59,77.3,64.06,0,Dibba Al Fujairah 1-3 Al Wasl,2025-12-28
Dibba Al Fujairah,1.54,1.43,0.11,1.25,1.05,0.2,0.29,0.39,-0.1,1.54,1.43,0.11,1,3,-2,-2.11,30.6,29.67,42.25,0.59,1.12,99,7,6,13,10.17,11.61,36.67,1,9,14,4,7,21.3,12.47,125.33,96.41,43.37,35.94,3,Dibba Al Fujairah 1-3 Al Wasl,2025-12-28
Khorfakkan,0.72,2.37,-1.65,0.72,1.48,-0.76,0.0,0.13,-0.13,0.72,1.61,-0.89,0,1,-1,0.65,55.7,47.76,44.29,0.92,0.92,198,8,6,14,6.52,15.22,7.53,5,6,15,1,15,41.8,22.45,9.6,9.17,17.27,6.49,1,Al Wahda 1-0 Khorfakkan,2025-12-28
Al Wahda,2.37,0.72,1.65,1.48,0.72,0.76,0.13,0.0,0.13,1.61,0.72,0.89,1,0,1,-0.65,44.3,52.24,52.64,0.92,0.92,205,18,14,6,15.22,6.52,11.31,6,5,13,3,11,144.4,77.55,95.07,90.83,249.03,93.51,1,Al Wahda 1-0 Khorfakkan,2025-12-28
Al Dhafra,0.89,2.08,-1.19,0.89,1.83,-0.94,0.0,0.24,-0.24,0.89,2.08,-1.19,2,4,-2,-0.81,42.7,40.08,43.28,0.3,0.6,137,6,6,15,20.0,25.0,21.55,3,7,13,4,11,41.0,24.13,116.8,79.89,40.3,21.78,1,Al Jazira 4-2 Al Dhafra,2025-12-21
Al Jazira,2.08,0.89,1.19,1.83,0.89,0.94,0.24,0.0,0.24,2.08,0.89,1.19,4,2,2,0.81,57.3,59.92,41.49,0.6,0.3,174,8,15,6,25.0,20.0,9.68,7,3,15,7,8,128.9,75.87,29.4,20.11,144.73,78.22,0,Al Jazira 4-2 Al Dhafra,2025-12-21
Al Nasr,3.29,1.88,1.41,3.04,1.36,1.68,0.25,0.52,-0.27,3.29,1.88,1.41,3,2,1,-0.41,68.3,58.94,47.36,0.92,0.38,272,15,16,10,17.39,26.32,11.11,8,2,19,8,7,88.5,68.13,5.4,4.18,23.3,21.38,1,Al Bataeh 2-3 Al Nasr,2025-12-21
Al Bataeh,1.88,3.29,-1.41,1.36,3.04,-1.68,0.52,0.25,0.27,1.88,3.29,-1.41,2,3,-1,0.41,31.7,41.06,45.9,0.38,0.92,120,8,10,16,26.32,17.39,22.77,2,8,13,5,7,41.4,31.87,123.67,95.82,85.67,78.62,1,Al Bataeh 2-3 Al Nasr,2025-12-21
Kalba,1.05,3.22,-2.17,1.05,2.82,-1.77,0.0,0.4,-0.4,1.05,3.22,-2.17,0,2,-2,0.17,41.9,54.87,51.05,0.56,0.5,211,9,11,10,19.64,20.0,15.67,3,5,24,3,8,110.0,58.32,117.07,81.07,93.6,59.3,0,Al Ain 2-0 Kalba,2025-12-20
Al Ain,3.22,1.05,2.17,2.82,1.05,1.77,0.4,0.0,0.4,3.22,1.05,2.17,2,0,2,-0.17,58.1,45.13,44.32,0.5,0.56,218,7,10,11,20.0,19.64,11.44,5,3,11,4,13,78.6,41.68,27.33,18.93,64.23,40.7,1,Al Ain 2-0 Kalba,2025-12-20
Dibba Al Fujairah,1.24,1.95,-0.71,0.9,1.95,-1.05,0.34,0.0,0.34,1.24,1.95,-0.71,0,2,-2,-1.29,40.8,34.71,43.5,0.52,1.01,127,7,13,26,25.0,25.74,11.85,1,1,13,3,13,12.4,6.78,73.0,82.09,33.0,19.13,0,Ajman 2-0 Dibba Al Fujairah,2025-12-20
Ajman,1.95,1.24,0.71,1.95,0.9,1.05,0.0,0.34,-0.34,1.95,1.24,0.71,2,0,2,1.29,59.2,65.29,50.23,1.01,0.52,272,17,26,13,25.74,25.0,9.59,1,1,16,5,18,170.5,93.22,15.93,17.91,139.53,80.87,0,Ajman 2-0 Dibba Al Fujairah,2025-12-20
Khorfakkan,1.49,2.29,-0.8,0.73,1.0,-0.27,0.0,0.53,-0.53,0.73,1.53,-0.8,3,0,3,3.8,44.5,43.45,44.07,0.38,0.67,145,6,8,17,21.05,25.37,10.62,5,4,9,2,10,59.7,33.67,45.93,61.24,83.3,59.79,3,Bani Yas 0-3 Khorfakkan,2025-12-20
