Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
1860 München,0.87,2.20,-1.33,0.87,1.77,-0.90,0.00,0.43,-0.43,0.87,2.20,-1.33,0,0,0,1.33,47.10,36.72,40.87,0.74,1.08,147,12,10,22,13.51,20.37,12.22,3,8,14,1,13,38.0,20.04,25.13,26.93,43.1,17.75,2,Saarbrücken 0-0 1860 München,2026-04-18
Saarbrücken,2.20,0.87,1.33,1.77,0.87,0.90,0.43,0.00,0.43,2.20,0.87,1.33,0,0,0,-1.33,52.90,63.28,49.29,1.08,0.74,253,23,22,10,20.37,13.51,14.96,8,3,27,12,8,151.6,79.96,68.2,73.07,199.77,82.25,0,Saarbrücken 0-0 1860 München,2026-04-18
Jahn Regensburg,2.32,2.78,-0.46,2.32,1.30,1.02,0.00,0.72,-0.72,2.32,2.02,0.30,2,2,0,0.46,45.60,39.33,41.58,0.82,0.86,165,12,12,18,14.63,20.93,12.69,3,4,10,5,12,39.9,22.62,91.6,73.75,79.1,44.61,3,1860 München 2-2 Jahn Regensburg,2026-04-12
1860 München,2.78,2.32,0.46,1.30,2.32,-1.02,0.72,0.00,0.72,2.02,2.32,-0.30,2,2,0,-0.46,54.40,60.67,45.40,0.86,0.82,249,24,18,12,20.93,14.63,11.78,4,3,23,9,12,136.5,77.38,32.6,26.25,98.2,55.39,2,1860 München 2-2 Jahn Regensburg,2026-04-12
Verl,2.14,1.15,0.99,1.86,1.15,0.71,0.28,0.00,0.28,2.14,1.15,0.99,1,1,0,-0.99,72.20,73.86,52.02,1.71,0.58,413,28,11,8,6.43,13.79,9.67,7,4,34,10,4,189.5,93.3,4.53,2.68,89.27,60.09,2,Erzgebirge Aue 1-1 Verl,2026-04-12
Erzgebirge Aue,1.15,2.14,-0.99,1.15,1.86,-0.71,0.00,0.28,-0.28,1.15,2.14,-0.99,1,1,0,0.99,27.80,26.14,44.70,0.58,1.71,118,9,8,11,13.79,6.43,26.43,4,7,16,2,11,13.6,6.7,164.67,97.32,59.3,39.91,3,Erzgebirge Aue 1-1 Verl,2026-04-12
Energie Cottbus,1.22,1.05,0.17,0.59,1.01,-0.42,0.63,0.04,0.59,1.22,1.05,0.17,0,1,-1,-1.17,59.80,58.98,45.23,0.63,0.33,191,12,12,9,19.05,27.27,9.69,4,10,26,11,10,125.8,71.52,17.93,16.57,92.8,49.3,1,Osnabrück 1-0 Energie Cottbus,2026-04-12
Osnabrück,1.05,1.22,-0.17,1.01,0.59,0.42,0.04,0.63,-0.59,1.05,1.22,-0.17,1,0,1,1.17,40.20,41.02,43.14,0.33,0.63,110,8,9,12,27.27,19.05,8.64,10,4,19,5,14,50.1,28.48,90.27,83.43,95.43,50.7,3,Osnabrück 1-0 Energie Cottbus,2026-04-12
Ulm,2.07,3.53,-1.46,1.76,1.99,-0.23,0.31,0.78,-0.47,2.07,2.77,-0.70,1,5,-4,-2.54,42.50,44.4,45.78,0.92,0.55,164,7,9,11,9.78,20.0,13.20,4,3,20,3,14,54.6,40.72,77.93,82.33,57.4,37.63,0,Hansa Rostock 5-1 Ulm,2026-04-11
Hansa Rostock,3.53,2.07,1.46,1.99,1.76,0.23,0.78,0.31,0.47,2.77,2.07,0.70,5,1,4,2.54,57.50,55.6,46.37,0.55,0.92,229,11,11,9,20.0,9.78,9.31,3,4,21,5,12,79.5,59.28,16.73,17.67,95.13,62.37,4,Hansa Rostock 5-1 Ulm,2026-04-11
Ingolstadt,1.27,2.80,-1.53,0.93,1.60,-0.67,0.35,1.21,-0.86,1.27,2.80,-1.53,1,4,-3,-1.47,45.60,39.84,46.24,0.65,1.0,138,7,10,34,15.38,34.0,18.44,0,3,21,8,11,35.0,16.42,38.93,57.99,28.3,13.13,2,Rot-Weiss Essen 4-1 Ingolstadt,2026-04-11
Rot-Weiss Essen,2.80,1.27,1.53,1.60,0.93,0.67,1.21,0.35,0.86,2.80,1.27,1.53,4,1,3,1.47,54.40,60.16,51.06,1.0,0.65,216,27,34,10,34.0,15.38,10.44,3,0,31,14,10,178.2,83.58,28.2,42.01,187.27,86.87,5,Rot-Weiss Essen 4-1 Ingolstadt,2026-04-11
Stuttgart II,1.59,2.57,-0.98,1.54,2.57,-1.03,0.05,0.00,0.05,1.59,2.57,-0.98,1,3,-2,-1.02,54.80,46.7,38.53,0.64,0.9,131,12,9,17,14.06,18.89,7.62,5,7,11,2,15,41.7,31.83,15.67,15.81,25.97,12.94,3,Alemannia Aachen 3-1 Stuttgart II,2026-04-11
Alemannia Aachen,2.57,1.59,0.98,2.57,1.54,1.03,0.00,0.05,-0.05,2.57,1.59,0.98,3,1,2,1.02,45.20,53.3,44.99,0.9,0.64,130,17,17,9,18.89,14.06,9.51,7,5,11,2,18,89.3,68.17,83.47,84.19,174.73,87.06,2,Alemannia Aachen 3-1 Stuttgart II,2026-04-11
Saarbrücken,2.41,0.74,1.67,2.17,0.52,1.65,0.25,0.22,0.03,2.41,0.74,1.67,0,2,-2,-3.67,63.90,69.08,50.64,1.54,0.3,342,23,19,7,12.34,23.33,10.29,4,1,42,12,7,232.1,82.63,14.93,12.75,145.37,64.03,0,Havelse 2-0 Saarbrücken,2026-04-11
Havelse,0.74,2.41,-1.67,0.52,2.17,-1.65,0.22,0.25,-0.03,0.74,2.41,-1.67,2,0,2,3.67,36.10,30.92,45.18,0.3,1.54,156,8,7,19,23.33,12.34,27.25,1,4,11,2,9,48.8,17.37,102.2,87.25,81.67,35.97,0,Havelse 2-0 Saarbrücken,2026-04-11
Wehen Wiesbaden,2.09,1.74,0.35,1.13,1.54,-0.41,0.20,0.20,0.00,1.33,1.74,-0.41,1,2,-1,-1.35,62.50,71.0,47.70,1.52,0.24,250,25,14,9,9.21,37.5,9.23,5,1,24,5,10,182.3,78.65,42.13,29.11,111.17,61.64,0,Viktoria Köln 2-1 Wehen Wiesbaden,2026-04-11
Viktoria Köln,1.74,2.09,-0.35,1.54,1.13,0.41,0.20,0.20,0.00,1.74,1.33,0.41,2,1,1,1.35,37.50,29.0,38.74,0.24,1.52,95,6,9,14,37.5,9.21,14.82,1,5,10,6,17,49.5,21.35,102.6,70.89,69.17,38.36,2,Viktoria Köln 2-1 Wehen Wiesbaden,2026-04-11
MSV Duisburg,3.86,1.99,1.87,3.65,1.86,1.79,0.22,0.13,0.09,3.86,1.99,1.87,4,1,3,1.13,32.70,45.22,47.07,0.83,1.06,148,15,19,16,22.89,15.09,17.97,9,4,10,5,9,71.7,39.79,140.33,99.34,219.37,97.01,4,Waldhof Mannheim 1-4 MSV Duisburg,2026-04-11
Waldhof Mannheim,1.99,3.86,-1.87,1.86,3.65,-1.79,0.13,0.22,-0.09,1.99,3.86,-1.87,1,4,-3,-1.13,67.30,54.78,45.55,1.06,0.83,282,21,16,19,15.09,22.89,12.10,4,9,18,7,6,108.5,60.21,0.93,0.66,6.77,2.99,0,Waldhof Mannheim 1-4 MSV Duisburg,2026-04-11
Schweinfurt,1.89,1.46,0.43,1.89,0.70,1.19,0.00,0.00,0.00,1.89,0.70,1.19,1,1,0,-0.43,36.30,45.74,43.53,0.75,0.44,138,9,9,9,12.0,20.45,15.50,5,4,6,0,14,69.2,43.41,126.47,85.84,148.8,74.77,5,Hoffenheim II 1-1 Schweinfurt,2026-04-10
Hoffenheim II,1.46,1.89,-0.43,0.70,1.89,-1.19,0.00,0.00,0.00,0.70,1.89,-1.19,1,1,0,0.43,63.70,54.26,44.33,0.44,0.75,278,5,9,9,20.45,12.0,9.00,4,5,13,2,14,90.2,56.59,20.87,14.16,50.2,25.23,0,Hoffenheim II 1-1 Schweinfurt,2026-04-10
Hansa Rostock,1.69,1.38,0.31,1.61,1.13,0.48,0.08,0.25,-0.17,1.69,1.38,0.31,2,1,1,0.69,32.80,30.03,41.24,0.65,0.52,101,9,8,21,12.31,40.38,16.78,4,3,16,6,15,33.0,15.28,126.6,94.53,94.23,48.5,2,Verl 1-2 Hansa Rostock,2026-04-08
Verl,1.38,1.69,-0.31,1.13,1.61,-0.48,0.25,0.08,0.17,1.38,1.69,-0.31,1,2,-1,-0.69,67.20,69.97,48.77,0.52,0.65,307,12,21,8,40.38,12.31,8.46,3,4,20,8,5,182.9,84.72,7.33,5.47,100.07,51.5,1,Verl 1-2 Hansa Rostock,2026-04-08
Havelse,2.14,2.33,-0.19,1.20,2.18,-0.98,0.19,0.15,0.04,1.38,2.33,-0.95,4,1,3,3.19,48.40,46.35,45.42,0.49,1.17,180,8,5,14,10.2,11.97,14.50,5,5,11,1,5,57.0,40.77,71.4,59.37,90.93,60.17,1,Wehen Wiesbaden 1-4 Havelse,2026-04-08
Wehen Wiesbaden,2.33,2.14,0.19,2.18,1.20,0.98,0.15,0.19,-0.04,2.33,1.38,0.95,1,4,-3,-3.19,51.60,53.65,49.03,1.17,0.49,234,18,14,5,11.97,10.2,11.06,5,5,19,6,17,82.8,59.23,48.87,40.63,60.2,39.83,2,Wehen Wiesbaden 1-4 Havelse,2026-04-08
Ulm,1.67,1.58,0.09,1.56,1.53,0.03,0.10,0.05,0.05,1.67,1.58,0.09,1,1,0,-0.09,44.40,47.8,45.98,0.63,0.87,185,8,12,11,19.05,12.64,15.60,4,6,21,8,12,66.7,42.0,96.0,77.38,102.83,59.74,1,Stuttgart II 1-1 Ulm,2026-04-08
Stuttgart II,1.58,1.67,-0.09,1.53,1.56,-0.03,0.05,0.10,-0.05,1.58,1.67,-0.09,1,1,0,0.09,55.60,52.2,47.05,0.87,0.63,254,12,11,12,12.64,19.05,11.42,6,4,10,3,15,92.1,58.0,28.07,22.62,69.3,40.26,1,Stuttgart II 1-1 Ulm,2026-04-08
Viktoria Köln,1.31,2.25,-0.94,1.04,2.15,-1.11,0.27,0.10,0.17,1.31,2.25,-0.94,2,1,1,1.94,44.10,42.86,46.98,0.42,1.09,182,10,12,19,28.57,17.43,12.21,3,5,17,4,14,76.0,34.33,105.93,78.47,115.27,70.86,4,Ingolstadt 1-2 Viktoria Köln,2026-04-08
Ingolstadt,2.25,1.31,0.94,2.15,1.04,1.11,0.10,0.27,-0.17,2.25,1.31,0.94,1,2,-1,-1.94,55.90,57.14,46.37,1.09,0.42,238,17,19,12,17.43,28.57,12.00,5,3,20,4,13,145.4,65.67,29.07,21.53,47.4,29.14,1,Ingolstadt 1-2 Viktoria Köln,2026-04-08
Alemannia Aachen,1.56,2.73,-1.17,1.29,1.77,-0.48,0.27,0.97,-0.70,1.56,2.73,-1.17,1,1,0,1.17,45.00,48.74,48.24,0.87,1.02,197,10,16,17,18.39,16.67,11.20,3,7,15,5,16,133.4,47.99,57.6,58.61,125.83,59.37,0,Saarbrücken 1-1 Alemannia Aachen,2026-04-08
Saarbrücken,2.73,1.56,1.17,1.77,1.29,0.48,0.97,0.27,0.70,2.73,1.56,1.17,1,1,0,-1.17,55.00,51.26,43.36,1.02,0.87,186,21,17,16,16.67,18.39,9.03,7,3,24,8,12,144.6,52.01,40.67,41.39,86.1,40.63,0,Saarbrücken 1-1 Alemannia Aachen,2026-04-08
Rot-Weiss Essen,3.18,1.85,1.33,3.05,0.62,2.43,0.13,1.23,-1.10,3.18,1.85,1.33,3,1,2,0.67,48.80,55.56,48.77,1.0,0.58,178,17,22,13,22.0,22.41,14.70,7,4,24,7,6,140.1,78.93,62.47,74.55,204.4,89.23,5,Schweinfurt 1-3 Rot-Weiss Essen,2026-04-07
Schweinfurt,1.85,3.18,-1.33,0.62,3.05,-2.43,1.23,0.13,1.10,1.85,3.18,-1.33,1,3,-2,-0.67,51.20,44.44,43.58,0.58,1.0,153,6,13,22,22.41,22.0,14.95,4,7,19,5,8,37.4,21.07,21.33,25.45,24.67,10.77,2,Schweinfurt 1-3 Rot-Weiss Essen,2026-04-07
Osnabrück,0.81,0.77,0.04,0.66,0.77,-0.11,0.15,0.00,0.15,0.81,0.77,0.04,0,1,-1,-1.04,58.40,57.14,42.96,0.94,0.27,213,15,10,9,10.64,33.33,9.47,5,8,17,1,14,90.2,70.14,29.6,24.41,64.33,41.39,7,MSV Duisburg 1-0 Osnabrück,2026-04-07
MSV Duisburg,0.77,0.81,-0.04,0.77,0.66,0.11,0.00,0.15,-0.15,0.77,0.81,-0.04,1,0,1,1.04,41.60,42.86,43.14,0.27,0.94,153,5,9,10,33.33,10.64,11.00,8,5,12,0,14,38.4,29.86,91.67,75.59,91.1,58.61,4,MSV Duisburg 1-0 Osnabrück,2026-04-07
Erzgebirge Aue,2.07,2.77,-0.70,2.02,2.38,-0.36,0.05,0.39,-0.34,2.07,2.77,-0.70,0,1,-1,-0.30,47.10,52.37,45.03,1.09,0.9,179,18,12,15,11.01,16.67,16.29,4,3,17,6,9,71.3,44.48,66.0,69.47,72.9,43.78,7,Jahn Regensburg 1-0 Erzgebirge Aue,2026-04-07
Jahn Regensburg,2.77,2.07,0.70,2.38,2.02,0.36,0.39,0.05,0.34,2.77,2.07,0.70,1,0,1,0.30,52.90,47.63,45.28,0.9,1.09,201,17,15,12,16.67,11.01,14.82,3,4,25,10,11,89.0,55.52,29.0,30.53,93.6,56.22,0,Jahn Regensburg 1-0 Erzgebirge Aue,2026-04-07
1860 München,2.74,3.88,-1.14,2.63,3.85,-1.22,0.11,0.03,0.08,2.74,3.88,-1.14,0,3,-3,-1.86,47.00,46.38,40.97,0.95,1.5,137,13,15,18,15.79,12.0,13.52,5,9,12,3,10,81.6,39.17,57.93,56.28,45.66,21.06,3,Energie Cottbus 3-0 1860 München,2026-04-07
Energie Cottbus,3.88,2.74,1.14,3.85,2.63,1.22,0.03,0.11,-0.08,3.88,2.74,1.14,3,0,3,1.86,53.00,53.62,43.36,1.5,0.95,188,13,18,15,12.0,15.79,12.16,9,5,9,6,11,126.7,60.83,45.0,43.72,171.14,78.94,0,Energie Cottbus 3-0 1860 München,2026-04-07
Hoffenheim II,0.44,2.41,-1.97,0.11,2.36,-2.25,0.33,0.05,0.28,0.44,2.41,-1.97,1,1,0,1.97,34.30,26.07,41.27,0.13,1.14,118,6,4,19,30.77,16.67,12.43,5,2,9,3,13,37.0,12.91,97.2,88.1,61.83,33.15,0,Waldhof Mannheim 1-1 Hoffenheim II,2026-04-07
Waldhof Mannheim,2.41,0.44,1.97,2.36,0.11,2.25,0.05,0.33,-0.28,2.41,0.44,1.97,1,1,0,-1.97,65.70,73.93,50.82,1.14,0.13,344,19,19,4,16.67,30.77,10.14,2,5,29,8,10,249.6,87.09,13.13,11.9,124.67,66.85,2,Waldhof Mannheim 1-1 Hoffenheim II,2026-04-07
Wehen Wiesbaden,2.06,2.62,-0.56,1.59,2.57,-0.98,0.47,0.05,0.42,2.06,2.62,-0.56,0,3,-3,-2.44,53.6,48.68,41.15,0.69,1.29,169,11,17,13,24.64,10.08,10.94,1,7,20,7,13,98.1,46.94,20.13,30.23,56.64,18.93,1,Alemannia Aachen 3-0 Wehen Wiesbaden,2026-04-05
Alemannia Aachen,2.62,2.06,0.56,2.57,1.59,0.98,0.05,0.47,-0.42,2.62,2.06,0.56,3,0,3,2.44,46.4,51.32,45.14,1.29,0.69,170,15,13,17,10.08,24.64,12.09,7,1,6,3,11,110.9,53.06,46.47,69.77,242.58,81.07,0,Alemannia Aachen 3-0 Wehen Wiesbaden,2026-04-05
Ingolstadt,1.95,2.48,-0.53,1.89,2.36,-0.47,0.07,0.13,-0.06,1.95,2.48,-0.53,0,1,-1,-0.47,54.8,41.21,42.43,1.12,0.52,188,10,14,19,12.5,36.54,14.12,1,6,17,2,9,62.4,29.73,24.87,19.49,37.8,12.84,2,Saarbrücken 1-0 Ingolstadt,2026-04-05
Saarbrücken,2.48,1.95,0.53,2.36,1.89,0.47,0.13,0.07,0.06,2.48,1.95,0.53,1,0,1,0.47,45.2,58.79,47.79,0.52,1.12,231,12,19,14,36.54,12.5,16.06,6,1,16,4,13,147.5,70.27,102.73,80.51,256.57,87.16,1,Saarbrücken 1-0 Ingolstadt,2026-04-05
Verl,0.8,2.5,-1.7,0.8,2.45,-1.65,0.0,0.05,-0.05,0.8,2.5,-1.7,0,1,-1,0.7,69.6,75.77,49.09,1.02,0.44,380,22,12,13,11.76,29.55,13.52,2,3,19,5,4,213.0,78.19,12.33,6.84,116.0,47.27,2,Ulm 1-0 Verl,2026-04-05
Ulm,2.5,0.8,1.7,2.45,0.8,1.65,0.05,0.0,0.05,2.5,0.8,1.7,1,0,1,-0.7,30.4,24.23,40.88,0.44,1.02,109,6,13,12,29.55,11.76,25.3,3,2,10,3,8,59.4,21.81,167.93,93.16,129.4,52.73,2,Ulm 1-0 Verl,2026-04-05
MSV Duisburg,1.43,1.97,-0.54,1.25,1.64,-0.39,0.18,0.33,-0.15,1.43,1.97,-0.54,0,1,-1,-0.46,47.0,47.76,45.02,0.89,0.94,126,11,14,23,15.73,24.47,8.71,6,1,19,8,15,67.1,34.71,56.4,69.86,84.4,39.77,2,Rot-Weiss Essen 1-0 MSV Duisburg,2026-04-04
Rot-Weiss Essen,1.97,1.43,0.54,1.64,1.25,0.39,0.33,0.18,0.15,1.97,1.43,0.54,1,0,1,0.46,53.0,52.24,45.73,0.94,0.89,159,26,23,14,24.47,15.73,10.0,1,6,23,7,9,126.2,65.29,24.33,30.14,127.83,60.23,12,Rot-Weiss Essen 1-0 MSV Duisburg,2026-04-04
Jahn Regensburg,2.93,1.41,1.52,2.27,1.39,0.88,0.66,0.02,0.64,2.93,1.41,1.52,1,3,-2,-3.52,49.0,49.06,41.39,0.7,0.57,148,14,16,13,22.86,22.81,9.0,12,9,18,5,20,87.9,52.79,47.47,48.21,92.77,49.78,0,Stuttgart II 3-1 Jahn Regensburg,2026-04-04
Stuttgart II,1.41,2.93,-1.52,1.39,2.27,-0.88,0.02,0.66,-0.64,1.41,2.93,-1.52,3,1,2,3.52,51.0,50.94,42.3,0.57,0.7,166,12,13,16,22.81,22.86,8.14,9,12,12,5,13,78.6,47.21,51.0,51.79,93.6,50.22,3,Stuttgart II 3-1 Jahn Regensburg,2026-04-04
Hoffenheim II,3.01,2.22,0.79,2.96,2.22,0.74,0.05,0.0,0.05,3.01,2.22,0.79,5,3,2,1.21,67.8,70.92,50.86,1.47,0.84,368,23,21,6,14.29,7.14,11.67,5,2,10,3,6,205.0,93.95,14.53,9.36,164.03,85.45,5,Erzgebirge Aue 3-5 Hoffenheim II,2026-04-04
Erzgebirge Aue,2.22,3.01,-0.79,2.22,2.96,-0.74,0.0,0.05,-0.05,2.22,3.01,-0.79,3,5,-2,-1.21,32.2,29.08,42.23,0.84,1.47,118,6,6,21,7.14,14.29,31.76,2,5,10,2,10,13.2,6.05,140.73,90.64,27.93,14.55,3,Erzgebirge Aue 3-5 Hoffenheim II,2026-04-04
