Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
FC Tulsa,1.04,1.02,0.02,0.62,1.02,-0.4,0.42,0.0,0.42,1.04,1.02,0.02,0,1,-1,-1.02,67.9,68.12,49.7,0.6,0.37,276,16,13,7,21.67,18.92,8.07,0,5,30,4,18,159.6,85.12,1.93,1.43,50.57,38.11,0,FC Tulsa 0-1 Orange County SC,2026-04-11
Oakland Roots,0.92,2.06,-1.14,0.92,2.06,-1.14,0.0,0.0,0.0,0.92,2.06,-1.14,2,2,0,1.14,49.1,44.48,44.37,0.58,0.72,172,7,9,13,15.52,18.06,14.46,4,2,11,1,9,48.8,38.46,35.53,33.08,8.36,4.13,2,Tampa Bay Rowdies 2-2 Oakland Roots,2026-04-11
Tampa Bay Rowdies,2.06,0.92,1.14,2.06,0.92,1.14,0.0,0.0,0.0,2.06,0.92,1.14,2,2,0,-1.14,50.9,55.52,47.74,0.72,0.58,203,15,13,9,18.06,15.52,15.26,2,4,29,7,10,78.1,61.54,71.87,66.92,193.96,95.87,2,Tampa Bay Rowdies 2-2 Oakland Roots,2026-04-11
Rhode Island,1.22,1.55,-0.33,1.22,1.37,-0.15,0.0,0.18,-0.18,1.22,1.55,-0.33,3,1,2,2.33,34.2,34.87,43.94,0.52,0.97,110,12,12,14,23.08,14.43,20.0,5,2,6,2,11,42.7,26.89,103.6,82.14,135.03,75.99,1,Lexington 1-3 Rhode Island,2026-04-11
Lexington,1.55,1.22,0.33,1.37,1.22,0.15,0.18,0.0,0.18,1.55,1.22,0.33,1,3,-2,-2.33,65.8,65.13,45.46,0.97,0.52,244,12,14,12,14.43,23.08,7.91,2,5,32,9,13,116.1,73.11,22.53,17.86,42.67,24.01,1,Lexington 1-3 Rhode Island,2026-04-11
Monterey Bay,0.79,2.81,-2.02,0.41,2.35,-1.94,0.38,0.46,-0.08,0.79,2.81,-2.02,1,3,-2,0.02,61.7,53.31,46.7,0.58,0.94,216,7,9,12,15.52,12.77,6.75,2,3,22,4,16,78.2,51.72,7.8,8.9,31.7,19.02,0,Indy Eleven 3-1 Monterey Bay,2026-04-11
Indy Eleven,2.81,0.79,2.02,2.35,0.41,1.94,0.46,0.38,0.08,2.81,0.79,2.02,3,1,2,-0.02,38.3,46.69,48.01,0.94,0.58,132,15,12,9,12.77,15.52,11.91,3,2,16,4,20,73.0,48.28,79.8,91.1,134.93,80.98,5,Indy Eleven 3-1 Monterey Bay,2026-04-11
El Paso Locomotive,2.43,1.46,0.97,1.1,1.42,-0.32,0.57,0.04,0.53,1.67,1.46,0.21,4,0,4,3.03,57.7,52.99,40.94,0.93,0.7,169,8,11,11,11.83,15.71,11.43,3,12,19,5,13,99.6,57.41,20.07,18.85,95.07,54.12,0,Hartford Athletic 0-4 El Paso Locomotive,2026-04-11
Hartford Athletic,1.46,2.43,-0.97,1.42,1.1,0.32,0.04,0.57,-0.53,1.46,1.67,-0.21,0,4,-4,-3.03,42.3,47.01,45.88,0.7,0.93,164,8,11,11,15.71,11.83,9.1,12,3,18,1,18,73.9,42.59,86.4,81.15,80.6,45.88,1,Hartford Athletic 0-4 El Paso Locomotive,2026-04-11
Charleston Battery,1.22,1.5,-0.28,1.0,1.32,-0.32,0.23,0.17,0.06,1.22,1.5,-0.28,0,3,-3,-2.72,71.4,67.54,47.92,1.0,0.29,298,18,13,10,13.0,34.48,6.45,3,3,35,10,13,167.4,75.27,0.8,0.63,63.49,30.66,6,Brooklyn 3-0 Charleston Battery,2026-04-11
Brooklyn,1.5,1.22,0.28,1.32,1.0,0.32,0.17,0.23,-0.06,1.5,1.22,0.28,3,0,3,2.72,28.6,32.46,46.08,0.29,1.0,106,11,10,13,34.48,13.0,13.66,3,3,17,8,11,55.0,24.73,125.8,99.37,143.62,69.34,0,Brooklyn 3-0 Charleston Battery,2026-04-11
Sporting JAX,0.38,2.29,-1.91,0.38,1.19,-0.81,0.0,1.1,-1.1,0.38,2.29,-1.91,0,1,-1,0.91,38.4,46.77,46.98,0.55,0.46,144,8,4,17,7.27,36.96,7.68,8,4,10,3,23,48.9,22.98,94.53,86.2,78.3,32.87,4,Detroit City 1-0 Sporting JAX,2026-04-11
Detroit City,2.29,0.38,1.91,1.19,0.38,0.81,1.1,0.0,1.1,2.29,0.38,1.91,1,0,1,-0.91,61.6,53.23,44.92,0.46,0.55,196,12,17,4,36.96,7.27,6.54,4,8,11,3,15,163.9,77.02,15.13,13.8,159.9,67.13,0,Detroit City 1-0 Sporting JAX,2026-04-11
Louisville City,1.25,1.95,-0.7,1.08,1.27,-0.19,0.17,0.69,-0.52,1.25,1.95,-0.7,3,3,0,0.7,52.2,59.57,51.42,0.87,0.84,267,16,16,13,18.39,15.48,10.88,7,5,21,8,12,128.4,71.81,47.73,62.26,129.63,82.59,1,Loudoun United 3-3 Louisville City,2026-04-10
Loudoun United,1.95,1.25,0.7,1.27,1.08,0.19,0.69,0.17,0.52,1.95,1.25,0.7,3,3,0,-0.7,47.8,40.43,43.37,0.84,0.87,165,9,13,16,15.48,18.39,15.29,5,7,11,4,8,50.4,28.19,28.93,37.74,27.33,17.41,1,Loudoun United 3-3 Louisville City,2026-04-10
San Antonio,0.88,2.27,-1.39,0.74,2.25,-1.51,0.14,0.02,0.12,0.88,2.27,-1.39,0,2,-2,-0.61,63.6,66.9,45.53,0.64,0.69,223,13,13,13,20.31,18.84,7.36,6,5,29,6,14,127.9,68.36,13.47,10.86,53.83,28.88,1,Orange County SC 2-0 San Antonio,2026-04-08
Orange County SC,2.27,0.88,1.39,2.25,0.74,1.51,0.02,0.14,-0.12,2.27,0.88,1.39,2,0,2,0.61,36.4,33.1,44.24,0.69,0.64,119,11,13,13,18.84,20.31,13.62,5,6,13,3,15,59.2,31.64,110.6,89.14,132.53,71.12,0,Orange County SC 2-0 San Antonio,2026-04-08
Phoenix Rising,2.27,1.15,1.12,2.19,1.02,1.17,0.08,0.13,-0.05,2.27,1.15,1.12,0,2,-2,-3.12,60.0,50.9,44.8,1.03,0.34,213,11,14,11,13.59,32.35,7.08,7,7,29,9,16,94.7,50.48,14.8,13.07,38.33,17.43,0,Sacramento Republic 2-0 Phoenix Rising,2026-04-04
