Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Paris 13 Atletico,0.52,0.86,-0.34,0.52,0.73,-0.21,0.0,0.13,-0.13,0.52,0.86,-0.34,0,1,-1,-0.66,53.5,45.45,40.13,0.53,0.62,149,7,3,12,5.66,19.35,11.41,3,4,9,3,15,54.3,32.51,26.47,27.03,33.8,17.81,1,Bourg-Péronnas 1-0 Paris 13 Atletico,2026-04-03
Bourg-Péronnas,0.86,0.52,0.34,0.73,0.52,0.21,0.13,0.0,0.13,0.86,0.52,0.34,1,0,1,0.66,46.5,54.55,46.69,0.62,0.53,166,15,12,3,19.35,5.66,11.14,4,3,18,6,14,112.7,67.49,71.47,72.97,156.0,82.19,0,Bourg-Péronnas 1-0 Paris 13 Atletico,2026-04-03
Le Puy Foot,0.99,1.72,-0.73,0.99,0.77,0.22,0.0,0.18,-0.18,0.99,0.96,0.03,3,0,3,3.73,52.4,36.47,39.7,0.3,0.84,165,4,9,14,30.0,16.67,13.37,3,3,11,0,10,49.6,27.88,48.33,32.66,40.9,19.22,0,Concarneau 0-3 Le Puy Foot,2026-04-03
Concarneau,1.72,0.99,0.73,0.77,0.99,-0.22,0.18,0.0,0.18,0.96,0.99,-0.03,0,3,-3,-3.73,47.6,63.53,45.6,0.84,0.3,206,13,14,9,16.67,30.0,14.68,3,3,27,6,14,128.3,72.12,99.67,67.34,171.93,80.78,3,Concarneau 0-3 Le Puy Foot,2026-04-03
Châteauroux,3.25,1.62,1.63,2.29,1.32,0.97,0.21,0.31,-0.1,2.49,1.62,0.87,1,1,0,-1.63,62.0,54.36,45.03,0.77,0.74,192,9,16,16,20.78,21.62,8.48,7,3,18,6,10,90.1,60.71,7.6,7.36,61.23,39.68,2,Aubagne 1-1 Châteauroux,2026-04-03
Aubagne,1.62,3.25,-1.63,1.32,2.29,-0.97,0.31,0.21,0.1,1.62,2.49,-0.87,1,1,0,1.63,38.0,45.64,47.42,0.74,0.77,130,13,16,16,21.62,20.78,13.45,3,7,17,5,14,58.3,39.29,95.73,92.64,93.07,60.32,2,Aubagne 1-1 Châteauroux,2026-04-03
Caen,0.49,2.11,-1.62,0.46,1.37,-0.91,0.02,0.74,-0.72,0.49,2.11,-1.62,1,1,0,1.62,48.8,37.97,41.38,0.4,0.95,139,5,6,11,15.0,11.58,13.85,6,9,8,4,13,32.2,20.14,66.73,56.26,65.33,33.37,0,Rouen 1-1 Caen,2026-03-27
Rouen,2.11,0.49,1.62,1.37,0.46,0.91,0.74,0.02,0.72,2.11,0.49,1.62,1,1,0,-1.62,51.2,62.03,45.23,0.95,0.4,192,10,11,6,11.58,15.0,11.0,9,6,24,7,10,127.7,79.86,51.87,43.74,130.47,66.63,1,Rouen 1-1 Caen,2026-03-27
Aubagne,0.9,1.65,-0.75,0.9,0.9,0.0,0.0,0.75,-0.75,0.9,1.65,-0.75,0,0,0,0.75,34.8,28.62,40.07,0.39,1.05,100,11,9,22,23.08,20.95,17.48,1,7,8,1,7,37.9,16.61,91.2,92.0,64.5,32.55,0,Valenciennes 0-0 Aubagne,2026-03-27
Valenciennes,1.65,0.9,0.75,0.9,0.9,0.0,0.75,0.0,0.75,1.65,0.9,0.75,0,0,0,-0.75,65.2,71.38,50.75,1.05,0.39,333,17,22,9,20.95,23.08,9.97,7,1,31,8,11,190.3,83.39,7.93,8.0,133.63,67.45,1,Valenciennes 0-0 Aubagne,2026-03-27
Paris 13 Atletico,0.65,0.79,-0.14,0.46,0.77,-0.31,0.19,0.03,0.16,0.65,0.79,-0.14,1,0,1,1.14,53.3,55.51,44.48,0.76,0.21,182,14,7,8,9.21,38.1,9.94,6,3,16,6,13,72.2,54.37,52.67,37.0,66.87,42.34,0,Stade Briochin 0-1 Paris 13 Atletico,2026-03-27
Stade Briochin,0.79,0.65,0.14,0.77,0.46,0.31,0.03,0.19,-0.16,0.79,0.65,0.14,0,1,-1,-1.14,46.7,44.49,40.05,0.21,0.76,132,5,8,7,38.1,9.21,18.65,3,6,12,5,11,60.6,45.63,89.67,63.0,91.07,57.66,1,Stade Briochin 0-1 Paris 13 Atletico,2026-03-27
Quevilly-Rouen Métropole,0.56,2.46,-1.9,0.35,2.26,-1.91,0.21,0.2,0.01,0.56,2.46,-1.9,0,2,-2,-0.1,42.4,29.14,40.65,0.42,0.72,117,5,6,20,14.29,27.78,11.81,2,6,16,2,15,39.1,16.9,57.33,60.26,27.13,11.86,1,Sochaux 2-0 Quevilly-Rouen Métropole,2026-03-27
Sochaux,2.46,0.56,1.9,2.26,0.35,1.91,0.2,0.21,-0.01,2.46,0.56,1.9,2,0,2,0.1,57.6,70.86,49.59,0.72,0.42,261,16,20,6,27.78,14.29,11.3,6,2,28,14,10,192.2,83.1,37.8,39.74,201.6,88.14,1,Sochaux 2-0 Quevilly-Rouen Métropole,2026-03-27
Villefranche,0.76,2.03,-1.27,0.76,1.26,-0.5,0.0,0.77,-0.77,0.76,2.03,-1.27,0,0,0,1.27,37.1,29.45,36.88,0.57,1.14,81,6,11,23,19.3,20.18,15.9,4,12,7,1,14,22.4,11.81,96.0,74.0,61.23,29.85,0,Orléans 0-0 Villefranche,2026-03-27
