Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Heracles,0.64,2.39,-1.75,0.51,1.55,-1.04,0.13,0.08,0.05,0.64,1.63,-0.99,0,3,-3,-1.25,41.9,43.38,43.16,0.83,0.68,152,8,8,15,9.64,22.06,17.0,6,7,21,4,12,36.7,25.33,75.87,75.87,60.57,39.36,1,Heracles 0-3 Heerenveen,2025-12-20
Utrecht,0.71,1.32,-0.61,0.45,0.95,-0.5,0.26,0.37,-0.11,0.71,1.32,-0.61,1,1,0,0.61,44.0,33.68,43.37,0.19,0.46,169,8,11,16,57.89,34.78,10.45,9,11,16,5,12,46.4,24.95,65.53,57.02,36.93,24.15,0,NAC Breda 1-1 Utrecht,2025-12-14
NAC Breda,1.32,0.71,0.61,0.95,0.45,0.5,0.37,0.26,0.11,1.32,0.71,0.61,1,1,0,-0.61,56.0,66.32,52.87,0.46,0.19,330,18,16,11,34.78,57.89,9.7,11,9,17,6,10,139.6,75.05,49.4,42.98,116.0,75.85,0,NAC Breda 1-1 Utrecht,2025-12-14
Go Ahead Eagles,0.6,3.44,-2.84,0.45,2.68,-2.23,0.15,0.0,0.15,0.6,2.68,-2.08,0,2,-2,0.84,46.3,43.81,44.19,0.22,1.7,200,8,6,23,27.27,13.53,16.96,6,5,24,6,9,46.7,19.78,53.33,52.49,23.13,7.88,1,Twente 2-0 Go Ahead Eagles,2025-12-14
Twente,3.44,0.6,2.84,2.68,0.45,2.23,0.0,0.15,-0.15,2.68,0.6,2.08,2,0,2,-0.84,53.7,56.19,49.11,1.7,0.22,260,26,23,6,13.53,27.27,15.74,5,6,7,3,7,189.4,80.22,48.27,47.51,270.5,92.12,0,Twente 2-0 Go Ahead Eagles,2025-12-14
Feyenoord,2.65,2.05,0.6,2.42,2.05,0.37,0.24,0.0,0.24,2.65,2.05,0.6,0,2,-2,-2.6,58.1,75.84,57.54,1.26,0.46,403,19,18,15,14.29,32.61,9.58,6,5,36,12,12,249.8,84.53,75.93,59.2,248.23,85.7,1,Ajax 2-0 Feyenoord,2025-12-14
Ajax,2.05,2.65,-0.6,2.05,2.42,-0.37,0.0,0.24,-0.24,2.05,2.65,-0.6,2,0,2,2.6,41.9,24.16,37.6,0.46,1.26,115,9,15,18,32.61,14.29,11.31,5,6,6,3,12,45.7,15.47,52.33,40.8,41.43,14.3,0,Ajax 2-0 Feyenoord,2025-12-14
Heerenveen,2.19,0.75,1.44,1.67,0.68,0.99,0.52,0.07,0.45,2.19,0.75,1.44,3,0,3,1.56,47.8,51.91,45.89,0.63,0.6,198,14,21,11,33.33,18.33,14.62,2,11,16,10,15,104.6,69.0,64.47,68.15,159.5,82.91,2,Sparta Rotterdam 0-3 Heerenveen,2025-12-14
Sparta Rotterdam,0.75,2.19,-1.44,0.68,1.67,-0.99,0.07,0.52,-0.45,0.75,2.19,-1.44,0,3,-3,-1.56,52.2,48.09,43.8,0.6,0.63,185,10,11,21,18.33,33.33,6.91,11,2,20,5,10,47.0,31.0,30.13,31.85,32.87,17.09,0,Sparta Rotterdam 0-3 Heerenveen,2025-12-14
Fortuna Sittard,1.22,1.52,-0.3,0.95,1.51,-0.56,0.27,0.01,0.26,1.22,1.52,-0.3,0,1,-1,-0.7,64.2,61.89,50.08,0.9,1.05,299,15,11,8,12.22,7.62,7.81,1,2,32,12,13,130.9,73.62,28.4,18.33,54.4,36.09,0,PEC Zwolle 1-0 Fortuna Sittard,2025-12-13
PEC Zwolle,1.52,1.22,0.3,1.51,0.95,0.56,0.01,0.27,-0.26,1.52,1.22,0.3,1,0,1,0.7,35.8,38.11,49.12,1.05,0.9,150,9,8,11,7.62,12.22,12.44,2,1,7,2,17,46.9,26.38,126.53,81.67,96.33,63.91,0,PEC Zwolle 1-0 Fortuna Sittard,2025-12-13
Heracles,2.84,4.17,-1.33,1.97,2.21,-0.24,0.11,0.44,-0.33,2.08,2.65,-0.57,3,4,-1,0.33,34.4,29.23,42.8,0.84,1.14,114,8,11,21,13.1,18.42,18.2,2,2,14,4,7,30.2,12.21,103.67,87.41,43.37,18.0,0,PSV 4-3 Heracles,2025-12-13
PSV,4.17,2.84,1.33,2.21,1.97,0.24,0.44,0.11,0.33,2.65,2.08,0.57,4,3,1,-0.33,65.6,70.77,48.17,1.14,0.84,279,21,21,11,18.42,13.1,11.12,2,2,29,10,12,217.2,87.79,14.93,12.59,197.53,82.0,0,PSV 4-3 Heracles,2025-12-13
Volendam,0.31,4.31,-4.0,0.31,3.11,-2.8,0.0,0.44,-0.44,0.31,3.55,-3.24,0,3,-3,1.0,32.7,23.15,39.53,0.12,0.9,87,5,4,26,33.33,28.89,24.14,2,10,3,1,11,1.9,0.71,83.93,83.88,3.43,1.25,1,Groningen 3-0 Volendam,2025-12-13
Groningen,4.31,0.31,4.0,3.11,0.31,2.8,0.44,0.0,0.44,3.55,0.31,3.24,3,0,3,-1.0,67.3,76.85,56.0,0.9,0.12,339,27,26,4,28.89,33.33,6.97,10,2,29,18,7,265.2,99.29,16.13,16.12,271.48,98.75,1,Groningen 3-0 Volendam,2025-12-13
